"full_location","island","site","transect","top_color","bowl_color","orders","number_of_insects","dateout","datecoll","duration","order_abrev"
"Guam_Sblas_L2","guam","sblas","L2","w","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","b","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","b","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","b","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","b","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","b","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","y","y","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","y","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","y","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L2","guam","sblas","L2","y","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L2","guam","sblas","L2","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L2","guam","sblas","L2","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","w","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","w","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","w","w","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","r","y","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","r","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","r","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","r","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","r","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","r","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","r","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","y","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","y","y","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","y","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","w","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","w","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","w","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","w","b","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","w","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","w","y","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","y","w","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","b","y","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"Guam_Sblas_L3","guam","sblas","L3","b","r","partial",0,2018-01-12,2018-01-15,3,"parti"
"Guam_Sblas_L3","guam","sblas","L3","b","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"Guam_Sblas_L3","guam","sblas","L3","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"Guam_Sblas_L3","guam","sblas","L3","b","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
